"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"Versus FRENCH WEBRIP 2019";"74";"1";"696.5MB";"09/01/2020";"Films";"Policier,Thriller";"Achille, un bel adolescent parisien issu d’une famille aisée, est victime d’une agression violente. Envoyé en vacances en bord de mer pour se reconstruire, il rencontre Brian, un jeune homme en colère. De leur confrontation va jaillir leur vraie nature."
"Duelles FRENCH WEBRIP 2019";"46";"3";"696.26MB";"09/01/2020";"Films";"Drame";"Au début des années 1960, Alice et Céline vivent avec leurs familles dans la banlieue de Bruxelles. Elles sont les meilleures amies du monde jusqu’au jour où survient un événement tragique qui vient bouleverser leur univers quotidien."
"The Dating List TRUEFRENCH WEBRIP 2019";"59";"10";"699.67MB";"09/01/2020";"Films";"Romance";"Abby accepte d'aider son patron occupé à trouver l'homme de ses rêves, mais elle fait face à un dilemme lorsqu'elle commence à craquer pour le même homme que son patron approuve."
"House Of The Witch FRENCH WEBRIP 2018";"57";"1";"1.41GB";"09/01/2020";"Films";"Epouvante-horreur";"Malgré une légende évoquant une terrible sorcière opérant le soir d'Halloween, un groupe d'amis décide de faire la fête ce soir-là. Un par un, ils sont assassinés par un meurtrier masqué. S'agit-il vraiment de la sorcière mythique."
"The Hate U Give – La Haine qu’on donne TRUEFRENCH DVDRIP 2019";"51";"3";"1.37GB";"09/01/2020";"Films";"Drame";"Starr est témoin de la mort de son meilleur ami d’enfance, Khalil, tué par balles par un officier de police. Confrontée aux nombreuses pressions de sa communauté, Starr doit trouver sa voix et se battre pour ce qui est juste."
"La Famille Addams FRENCH DVDRIP 2019";"479";"41";"695.73MB";"09/01/2020";"Films";"Animation";NA
"Black and Blue FRENCH DVDRIP 2020";"1242";"52";"694.63MB";"09/01/2020";"Films";"Policier,Thriller";"Pendant son service, une jeune gardienne de la paix assiste, par inadvertance, à l'assassinat d'un dealer par un groupe de flics des stupéfiants corrompus. Ces derniers se lancent alors à la poursuite de la policière afin de récupérer les images filmées par sa caméra embarquée et pour l'éliminer."
"Raiponce - Moi, j'ai un rêve FRENCH DVDRIP 2018";"43";"3";"702.5MB";"09/01/2020";"Films";"Animation";"Dans cet épilogue de la série Tangled, la princesse Raiponce se sent étouffée par ses nouvelles responsabilités. Même si son amour pour Flynn est indéniable, la crainte d'être de nouveau enfermée dans un château après son mariage avec lui la pousse à partir à l'aventure avec sa nouvelle dame de compagnie, Cassandra. Au cours de leur escapade, elles découvrent des roches mystiques qui rendent à Raiponce sa longue chevelure blonde."
"Raiponce TRUEFRENCH DVDRIP 2010";"77";"3";"698.86MB";"09/01/2020";"Films";"Animation";"Lorsque Flynn Rider, le bandit le plus recherché du royaume, se réfugie dans une mystérieuse tour, il se retrouve pris en otage par Raiponce, une belle et téméraire jeune fille à l’impressionnante chevelure de 20 mètres de long, gardée prisonnière par Mère Gothel. L’étonnante geôlière de Flynn cherche un moyen de sortir de cette tour où elle est enfermée depuis des années. Elle passe alors un accord avec le séduisant brigand… C’est le début d’une aventure délirante bourrée d’action, d’humour et d'émotion, au cours de laquelle l’improbable duo va rencontrer un cheval super-flic, un caméléon à l’instinct de protection surdéveloppé, et une drôle de bande de malfaiteurs."
"Barbie : Princesse Raiponce FRENCH DVDRIP 2002";"41";"2";"698.64MB";"09/01/2020";"Films";"Animation";"Kelly, La sœur de Barbie aime peindre, mais elle manque de confiance en elle. Pour l’encourager, Barbie lui raconte l’histoire de Raiponce, une belle jeune fille aux longs cheveux retenue prisonnière dans une tour, mais qui trouve le réconfort dans la peinture. Lorsqu’elle fait la connaissance du prince Stefan, elle parvient à s’échapper grâce à son pinceau magique. Mais Gothel, sa redoutable geôlière, s’en aperçoit."
"Les goûts et les couleurs FRENCH WEBRIP 2018";"34";"1";"699.87MB";"09/01/2020";"Films";"Romance";"Simone est en couple avec Claire depuis trois ans, mais elle n'en a jamais parlé à sa famille. Entre sa mère folle, son père traditionaliste et ses deux frères qui essaient toujours de lui faire rencontrer des hommes, il est difficile pour Simone de vivre ouvertement. Les choses se compliquent encore lorsqu'elle tombe amoureuse du chef sénégalais Wali, en partie grâce à ses talents de cuisinier. Partagée entre Claire, Wali et sa famille, Simone devra faire des choix difficiles."
"One Piece: Stampede VOSTFR WEBRIP 1080p 2020";"646";"63";"1.66GB";"09/01/2020";"Films";"Animation";"Luffy et son équipage s’apprêtent à participer au plus grand rassemblement des pirates du monde entier : Le PIRATE FEST, organisé par le machiavélique Buena Festa. Les Pirates, les grands corsaires, la Marine et même l’Armée Révolutionnaire s’y retrouvent pour tenter de découvrir le trésor si convoité de Gol.D.Roger. Mais pour cela, ils vont devoir combattre un ancien membre de l’équipage de Roger, Douglas Bullet, aussi appelé « l’héritier du démon ». Au cours de cet affrontement qui s’annonce hors du commun, les pires dangers attendent les Chapeaux de paille et d’étonnantes alliances pourraient voir le jour…"
"Snatchers FRENCH WEBRIP 2020";"177";"6";"694.8MB";"09/01/2020";"Films";"Sciencefiction";"C'est une année scolaire très importante! Grâce à sa relation avec le beau Skyler qui ne se doute de rien, Sara est tout à fait acceptée par la bande de filles populaires. Toutefois, Skyler a été contaminé par un insecte extraterrestre durant ses vacances d'été. Après une seule nuit passée avec lui, Sara se rend compte qu'elle est enceinte... de neuf mois. Cherchant désespérément à cacher cette grossesse, elle se tourne vers la seule personne en qui elle peut faire confiance : Hayley, son ancienne meilleure amie un peu intello. Les deux filles se rendent vite compte que ce problème d'extraterrestres ne fait que commencer. Les extraterrestres ont intérêt à se méfier avec cette comédie hilarante remplie d'action et de pointes d'esprit ironiques d'adolescente."
"Cube Zero FRENCH HDLight 1080p 2004";"115";"8";"2.44GB";"09/01/2020";"Films";"Sciencefiction";"Eric Wynn est un homme respectable qui travaille pour une compagnie dont il croit tout connaître. Son travail : surveiller des gens prisonniers d'une sorte de Cube, prison métallique étrange. Mais quand une innocente se fait capturer et est enfermée dans le Cube, Eric commence à comprendre qu'il y a quelque chose qui se passe derrière ce que raconte la compagnie pour laquelle il travaille. Décidant de ne pas se laisser faire, Eric décide d'entrer lui-même dans le Cube, pour sauver le maximum de gens. Mais l'horreur ne commence pas à l'intérieur du Cube, mais à l'extérieur. Ceux qui épient sont épiés, et la fin n'est que le commencement..."
"Cube²: Hypercube FRENCH HDLight 1080p 2004";"74";"14";"2.36GB";"09/01/2020";"Films";"Sciencefiction";"Lorsqu'elles se réveillent, huit personnes qui ne se connaissent pas se découvrent prisonnières d'un labyrinthe de salles cubiques : l'hypercube. Dans cette étrange structure, les lois connues du temps et de l'espace ne s'appliquent plus. Aucun des captifs ne sait comment ni pourquoi il a atterri là. La survie de chacun dépend de la capacité du groupe à percer les secrets du cauchemar géométrique avant qu'il ne se désintègre, entraînant la mort de ceux qui y sont retenus...Hallucination collective, réalité simulée, conspiration démoniaque ou dimension parallèle, ils doivent comprendre. Le général Maguire, Jerry, un ingénieur électricien, Simon, un consultant en management, Kate, une psychothérapeute, Max, un concepteur de jeux, Sasha, une étudiante aveugle, Julia, une avocate, et Mme Paley, une mathématicienne à la retraite, vont devoir décrypter ce lieu qui défie l'esprit..."
"Cube FRENCH HDLight 1080p 1997";"52";"13";"2.36GB";"09/01/2020";"Films";"Fantastique";"Un groupe de personnes, sans savoir pourquoi, se retrouve enfermé dans une prison surréaliste, un labyrinthe sans fin constitué de pièces cubiques communicantes et équipées de pièges mortels. Le policier, l'architecte, l'étudiante en mathématiques, la psychologue et l'autiste captifs ne savent qu'une seule chose : chacun possède un don particulier qui, combiné aux autres, peut les aider à s'évader. Au fur et à mesure que la peur grandit, les conflits personnels et les luttes de pouvoir s'amplifient. Il leur faudrait pourtant réussir à s'associer pour échapper à une mort certaine."
"Django Unchained TRUEFRENCH DVDRIP 2012";"99";"14";"2.05GB";"09/01/2020";"Films";"Western";"Dans le sud des États-Unis, deux ans avant la guerre de Sécession, le Dr King Schultz, un chasseur de primes allemand, fait l’acquisition de Django, un esclave qui peut l’aider à traquer les frères Brittle, les meurtriers qu’il recherche. Schultz promet à Django de lui rendre sa liberté lorsqu’il aura capturé les Brittle – morts ou vifs. Alors que les deux hommes pistent les dangereux criminels, Django n’oublie pas que son seul but est de retrouver Broomhilda, sa femme, dont il fut séparé à cause du commerce des esclaves… Lorsque Django et Schultz arrivent dans l’immense plantation du puissant Calvin Candie, ils éveillent les soupçons de Stephen, un esclave qui sert Candie et a toute sa confiance. Le moindre de leurs mouvements est désormais épié par une dangereuse organisation de plus en plus proche… Si Django et Schultz veulent espérer s’enfuir avec Broomhilda, ils vont devoir choisir entre l’indépendance et la solidarité, entre le sacrifice et la survie…"
"Manhattan Lockdown TRUEFRENCH HDTS MD 2020";"491";"41";"1.22GB";"09/01/2020";"Films";"Policier,Thriller";"Vidéo : 6  | Audio : 6   "
"Les Filles du Docteur March TRUEFRENCH HDTS MD 2020";"202";"4";"1.35GB";"09/01/2020";"Films";"Romance";"Vidéo : 6  | Audio : 6 "
"Cats TRUEFRENCH HDTS MD 2020";"52";"8";"1.27GB";"09/01/2020";"Films";"Comédiemusicale";"Vidéo : 6  | Audio : 6 "
"Les Crevettes pailletées FRENCH DVDRIP 2019";"140";"3";"693.33MB";"08/01/2020";"Films";"Comédie";"Après avoir tenu des propos homophobes, Mathias Le Goff, vice-champion du monde de natation, est condamné à entraîner \"Les Crevettes Pailletées\", une équipe de water-polo gay, davantage motivée par la fête que par la compétition. Cet explosif attelage va alors se rendre en Croatie pour participer aux Gay Games, le plus grand rassemblement sportif homosexuel du monde. Le chemin parcouru sera l’occasion pour Mathias de découvrir un univers décalé qui va bousculer tous ses repères et lui permettre de revoir ses priorités dans la vie."
"Running With The Devil VOSTFR DVDRIP 2020";"99";"8";"1.72GB";"08/01/2020";"Films";"Policier,Thriller";"Un transport de cocaine voyageant du Mexique au Canada. Lorsque la mission est compromise, le chef du cartel ordonne à son meilleur \"cuisinier\" et à son chef du trafic d'examiner les problèmes dans la chaîne logistique."
"Seul sur Mars TRUEFRENCH DVDRIP 2015";"47";"4";"1.05GB";"08/01/2020";"Films";"Sciencefiction";"Lors d'une expédition sur Mars, l'astronaute Mark Watney (Matt Damon) est laissé pour mort par ses coéquipiers, une tempête les ayant obligés à décoller en urgence. Mais Mark a survécu et il est désormais seul, sans moyen de repartir, sur une planète hostile. Il va devoir faire appel à son intelligence et son ingéniosité pour tenter de survivre et trouver un moyen de contacter la Terre. A 225 millions de kilomètres, la NASA et des scientifiques du monde entier travaillent sans relâche pour le sauver, pendant que ses coéquipiers tentent d'organiser une mission pour le récupérer au péril de leurs vies."
"The Lighthouse FRENCH DVDRIP 2020";"398";"25";"694.54MB";"08/01/2020";"Films";"Epouvante-horreur";"L'histoire hypnotique et hallucinatoire de deux gardiens de phare sur une île mystérieuse et reculée de Nouvelle-Angleterre dans les années 1890."
"Fête de famille FRENCH WEBRIP 2020";"246";"9";"696.53MB";"08/01/2020";"Films";"Drame";NA
"Nous Finirons Ensemble FRENCH DVDRIP 2019";"195";"6";"1.37GB";"07/01/2020";"Films";"Comédiedramatique";"Préoccupé, Max est parti dans sa maison au bord de la mer pour se ressourcer. Sa bande de potes, qu’il n’a pas vue depuis plus de 3 ans débarque par surprise pour lui fêter son anniversaire ! La surprise est entière mais l’accueil l’est beaucoup moins... Max s’enfonce alors dans une comédie du bonheur qui sonne faux, et qui mettra le groupe dans des situations pour le moins inattendues. Les enfants ont grandi, d’autres sont nés, les parents n’ont plus les mêmes priorités... Les séparations, les accidents de la vie... Quand tous décident de ne plus mettre de petits mouchoirs sur les gros bobards, que reste-t-il de l’amitié ?"
"Vivre deux fois FRENCH WEBRIP 2020";"212";"19";"695.23MB";"07/01/2020";"Films";"Comédiedramatique";"Emilio cherche le grand amour de sa jeunesse avec l'aide de sa fille et de sa petite-fille. Renouera-t-il avec cet amour perdu avant que sa mémoire ne le trahisse ?"
"Fourmi FRENCH WEBRIP 2020";"280";"14";"696.48MB";"07/01/2020";"Films";"Comédiedramatique";NA
"Just a Gigolo FRENCH DVDRIP 2019";"362";"2";"694.86MB";"07/01/2020";"Films";"Comédie";NA
"Atlantic Rim: Resurrection TRUEFRENCH WEBRIP 2020";"433";"13";"696.75MB";"07/01/2020";"Films";"Action,Aventure";"Los Angeles est a nouveau prise d’assaut. Les soldats chargés de repousser les monstres sont mieux armés que leurs prédécesseurs, mais leurs assaillants également"
"Equalizer 2 VOSTFR DVDRIP 2018";"26";"3";"2.05GB";"07/01/2020";"Films";"Policier,Thriller";"Robert McCall continue de servir la justice au nom des exploités et des opprimés. Mais jusqu’où est-il prêt à aller lorsque cela touche quelqu’un qu’il aime ?"
